full_name,url,stars,forks,open_issues,contributors,commits,releases,has_ci,readme_length,n_topics,has_license,language,age_days,days_since_push
aws-actions/vulnerability-scan-github-action-for-amazon-inspector,https://github.com/aws-actions/vulnerability-scan-github-action-for-amazon-inspector,57,14,6,7,270,13,1,27133,6,1,Python,870,0
spectrochempy/spectrochempy,https://github.com/spectrochempy/spectrochempy,173,33,9,6,2413,53,1,4034,16,1,Python,2207,0
basnijholt/agent-cli,https://github.com/basnijholt/agent-cli,202,19,41,6,865,182,1,148994,0,1,Python,338,0
aws-samples/amazon-transcribe-live-meeting-assistant,https://github.com/aws-samples/amazon-transcribe-live-meeting-assistant,151,51,40,18,1896,45,0,5971,8,1,Python,778,0
vitessce/vitessce-python,https://github.com/vitessce/vitessce-python,67,12,119,11,523,1,1,5929,8,1,Python,2095,0
taksssss/tv,https://github.com/taksssss/tv,79,45,1,2,5634,0,1,641,0,0,Python,632,0
gitrecon1455/fresh-proxy-list,https://github.com/gitrecon1455/fresh-proxy-list,103,16,0,1,55437,0,1,219,20,1,Python,799,0
andre-salvati/databricks-template,https://github.com/andre-salvati/databricks-template,68,31,0,1,86,0,1,16769,20,0,Python,888,0
UiPath/uipath-langchain-python,https://github.com/UiPath/uipath-langchain-python,70,34,81,54,900,3,1,4181,4,1,Python,417,0
nyeinkokoaung404/V2ray-Configs,https://github.com/nyeinkokoaung404/V2ray-Configs,178,10,1,3,38817,0,1,7725,0,1,Python,597,0
brycewang-stanford/StatsPAI,https://github.com/brycewang-stanford/StatsPAI,211,37,0,3,641,24,1,107409,0,1,Python,307,0
lucivpav/cwg,https://github.com/lucivpav/cwg,92,36,32,3,99,0,0,1654,5,1,Python,3184,0
agentforce314/clawcodex,https://github.com/agentforce314/clawcodex,259,24,9,3,336,0,0,26308,14,1,Python,39,0
allaboutduncan/clu-comics,https://github.com/allaboutduncan/clu-comics,230,9,11,8,744,50,1,5947,6,1,Python,514,0
HELPMEEADICE/BANDORI-PET-REV,https://github.com/HELPMEEADICE/BANDORI-PET-REV,229,18,0,5,443,29,0,9573,0,1,Python,24,0
cyzus/suzent,https://github.com/cyzus/suzent,62,7,3,4,884,16,1,8081,0,1,Python,306,0
chickendrop89/OneShot-Extended,https://github.com/chickendrop89/OneShot-Extended,88,36,0,4,144,0,0,4677,13,1,Python,659,0
justoneapi/justoneapi-python,https://github.com/justoneapi/justoneapi-python,164,11,0,2,18047,30,1,52940,20,1,Python,322,0
foXaCe/ajax-security-hass,https://github.com/foXaCe/ajax-security-hass,93,13,4,8,771,131,1,19048,5,1,Python,156,0
marrcandre/django-drf-tutorial,https://github.com/marrcandre/django-drf-tutorial,112,23,0,10,568,0,1,191747,0,0,Python,1437,0
benseverndev-oss/goldenmatch,https://github.com/benseverndev-oss/goldenmatch,53,9,8,4,1212,81,1,24075,20,1,Python,73,0
MicrosoftDocs/azure-docs-sdk-python,https://github.com/MicrosoftDocs/azure-docs-sdk-python,165,259,77,160,9777,0,0,599,1,1,Python,3292,0
datasets/finance-vix,https://github.com/datasets/finance-vix,96,37,0,7,685,0,1,2830,0,0,Python,4360,0
BuddyChewChew/buddylive,https://github.com/BuddyChewChew/buddylive,77,16,0,3,4991,0,1,4411,0,0,Python,322,0
FrancoisRost1/mini-bloomberg-terminal,https://github.com/FrancoisRost1/mini-bloomberg-terminal,121,1,0,1,781,0,1,9735,7,0,Python,49,0
Klotzkette/claude-fuer-deutsches-recht,https://github.com/Klotzkette/claude-fuer-deutsches-recht,299,22,0,2,420,163,1,75215,9,1,Python,11,0
amirfish1/claude-command-center,https://github.com/amirfish1/claude-command-center,57,2,2,2,653,13,1,18544,10,1,Python,46,0
wonderNefelibata/Awesome-LRM-Safety,https://github.com/wonderNefelibata/Awesome-LRM-Safety,82,6,1,4,443,0,1,38496,0,0,Python,465,0
flipperdevices/flipperone-docs,https://github.com/flipperdevices/flipperone-docs,60,19,4,9,743,0,1,3645,0,0,Python,276,0
marimo-team/marimo-jupyter-extension,https://github.com/marimo-team/marimo-jupyter-extension,76,7,14,8,78,4,1,6496,8,1,Python,163,0
pyiron/executorlib,https://github.com/pyiron/executorlib,73,6,47,9,1920,46,1,12112,7,1,Python,1409,0
open-atmos/PySDM,https://github.com/open-atmos/PySDM,87,54,241,31,4038,193,1,14636,16,1,Python,2498,0
opencloudtouch/opencloudtouch,https://github.com/opencloudtouch/opencloudtouch,57,8,32,7,506,20,1,7701,20,1,Python,122,0
ShatakVPN/ConfigForge-V2Ray,https://github.com/ShatakVPN/ConfigForge-V2Ray,219,68,1,2,5541,2,1,7155,9,1,Python,292,0
JoaoOMago/JoaoOMago,https://github.com/JoaoOMago/JoaoOMago,0,0,0,1,57426,0,1,1040,2,0,Python,795,0
mrsalty/slowave,https://github.com/mrsalty/slowave,0,0,1,2,76,9,1,13681,0,1,Python,3,0
Anmol-Shukla-20/AI-Agent-Travel-Planner,https://github.com/Anmol-Shukla-20/AI-Agent-Travel-Planner,0,0,0,1,12,0,0,0,0,0,Python,3,0
AndersNBE/kereby-scraper,https://github.com/AndersNBE/kereby-scraper,0,0,0,3,385430,0,1,0,0,0,Python,149,0
evolutis-ai/evolutis,https://github.com/evolutis-ai/evolutis,1,0,0,2,28274,0,0,3152,0,0,Python,120,0
jtorreslopz/Animal_Classification,https://github.com/jtorreslopz/Animal_Classification,0,0,0,1,15,0,0,4923,0,0,Python,2,0
ShubhekshyaGautam/seventh-project,https://github.com/ShubhekshyaGautam/seventh-project,0,0,0,3,72,0,0,51,0,0,Python,110,0
Charlestangwei/douyin-recorder,https://github.com/Charlestangwei/douyin-recorder,0,0,0,2,8392,233,1,66,0,0,Python,1,0
poom/hermes-tools,https://github.com/poom/hermes-tools,0,0,0,1,3,0,0,2671,0,0,Python,0,0
cyber001s/IPTV-Scraper,https://github.com/cyber001s/IPTV-Scraper,0,1,0,2,2104,0,1,0,0,1,Python,263,0
statsheetgeeks/mlb-hr-predictor,https://github.com/statsheetgeeks/mlb-hr-predictor,0,0,0,2,70,0,1,3858,0,0,Python,48,0
Moiz-a11/Deep_Learning,https://github.com/Moiz-a11/Deep_Learning,0,0,0,1,3,0,0,0,0,0,Python,80,0
AEM001/Edge-Cloud-Speculative-Decoding,https://github.com/AEM001/Edge-Cloud-Speculative-Decoding,0,0,0,1,101,0,0,1954,0,0,Python,46,0
pedromf3/BD_project,https://github.com/pedromf3/BD_project,0,0,0,2,61,0,0,356,0,0,Python,36,0
prayan2702/Streamlit_Momn_v13_Cached_DB,https://github.com/prayan2702/Streamlit_Momn_v13_Cached_DB,0,0,0,2,501,0,1,7,0,0,Python,61,0
c9a2b8d4e4f1a9b6ce5d8a1f3c7b2/CBB,https://github.com/c9a2b8d4e4f1a9b6ce5d8a1f3c7b2/CBB,0,1,1,2,2321,0,1,42,0,0,Python,0,0
Tachia/cdpr_simulator,https://github.com/Tachia/cdpr_simulator,0,0,1,1,18,0,1,8977,0,1,Python,2,0
Jayasanka-madhawa/IndoorNet-system,https://github.com/Jayasanka-madhawa/IndoorNet-system,0,0,0,1,10,0,0,700,0,0,Python,1,0
InverseBaryon/cli-tools,https://github.com/InverseBaryon/cli-tools,0,0,0,1,26,0,0,104,0,0,Python,0,0
noadamanjodi/noa-news,https://github.com/noadamanjodi/noa-news,0,0,0,2,2912,0,1,48,0,0,Python,171,0
Rick110102/pm10_nowcasting_antm,https://github.com/Rick110102/pm10_nowcasting_antm,0,0,0,2,20961,0,1,22,0,0,Python,74,0
nathancusick-arch/dunelm,https://github.com/nathancusick-arch/dunelm,0,0,0,1,35,0,1,0,0,0,Python,186,0
otaviof/pulp_trustify,https://github.com/otaviof/pulp_trustify,0,0,0,1,15,0,0,25925,0,0,Python,0,0
kolegadev/depositback-agent-social-content-creator,https://github.com/kolegadev/depositback-agent-social-content-creator,0,0,0,2,327,0,1,1201,0,0,Python,9,0
thedarkknightslg/oricon-rss-feed,https://github.com/thedarkknightslg/oricon-rss-feed,0,0,0,2,802,0,1,0,0,0,Python,106,0
nabilgr847/Doctor,https://github.com/nabilgr847/Doctor,0,0,0,1,10444,0,1,0,0,0,Python,20,0
Akshay-1290/Python-learning,https://github.com/Akshay-1290/Python-learning,1,0,0,1,42,0,0,17,0,0,Python,15,0
SamuelGuaimaB/Ingenieros-Paralelos,https://github.com/SamuelGuaimaB/Ingenieros-Paralelos,1,1,0,2,52,0,0,9967,0,0,Python,24,0
ELISSABELAR/lotosoft,https://github.com/ELISSABELAR/lotosoft,0,0,0,2,134,0,1,357,0,0,Python,13,0
ph09/CAT2_smk,https://github.com/ph09/CAT2_smk,0,0,0,1,13,0,0,709,0,0,Python,1,0
Hzenius/auto-watcher,https://github.com/Hzenius/auto-watcher,0,0,0,2,18595,0,1,76,0,0,Python,24,0
TomJoad81/sleep-tracker,https://github.com/TomJoad81/sleep-tracker,0,0,0,2,391,0,1,0,0,0,Python,15,0
pimerrider/binance-volume-scanner,https://github.com/pimerrider/binance-volume-scanner,0,0,0,1,15,0,0,49,0,0,Python,0,0
projects5069-creator/ridinghigh-pro,https://github.com/projects5069-creator/ridinghigh-pro,0,0,0,2,558,0,1,1495,0,0,Python,40,0
johnjhusband/OpenHarness,https://github.com/johnjhusband/OpenHarness,0,0,0,1,2291,0,0,2127,0,0,Python,1,0
DreamCo-Technologies/Dreamcobots,https://github.com/DreamCo-Technologies/Dreamcobots,2,0,70,5,27764,0,1,2372,0,1,Python,342,0
StefanMcLoughlin/fastapi-course-project,https://github.com/StefanMcLoughlin/fastapi-course-project,0,0,0,1,8,0,0,0,0,0,Python,0,0
Lolotun/bicycle-stabilization,https://github.com/Lolotun/bicycle-stabilization,0,0,0,1,3,0,0,4120,0,0,Python,0,0
Sirveme/electro,https://github.com/Sirveme/electro,0,0,0,1,188,0,0,9,0,0,Python,11,0
ohgnakrap9290/PGCHECK,https://github.com/ohgnakrap9290/PGCHECK,0,0,0,1,110,0,1,5928,0,0,Python,11,0
yieldchaser/Nat-Gas-ETFs,https://github.com/yieldchaser/Nat-Gas-ETFs,0,0,1,3,1164,0,1,46769,0,0,Python,74,0
batyrovbahrom96-svg/SAT1600.uz,https://github.com/batyrovbahrom96-svg/SAT1600.uz,0,0,0,2,219,0,0,9666,0,0,Python,12,0
Vesselovskiy/quezzle-telegram-bot,https://github.com/Vesselovskiy/quezzle-telegram-bot,0,0,0,2,1367,0,1,0,0,0,Python,361,0
yiyualt/developer,https://github.com/yiyualt/developer,0,0,0,1,17,0,0,12,0,0,Python,5,0
Marcos0526/LSM,https://github.com/Marcos0526/LSM,2,0,0,6,70,0,0,10509,0,1,Python,106,0
vatsal9117/neetcode-gpt,https://github.com/vatsal9117/neetcode-gpt,0,0,0,1,10,0,0,2031,0,0,Python,1,0
HTKhuongNinh-FPTU/LogisticsShippingRates,https://github.com/HTKhuongNinh-FPTU/LogisticsShippingRates,0,0,0,1,8,0,0,416,0,1,Python,0,0
drviniciusmariano/Projeto-Ponteiro,https://github.com/drviniciusmariano/Projeto-Ponteiro,0,0,0,1,15,0,0,344,0,0,Python,3,0
FuckFiat/polymarket-whale-tracker,https://github.com/FuckFiat/polymarket-whale-tracker,2,1,1,1,11336,0,0,2357,0,0,Python,30,0
vaishnavkadhao/ai-performance-marketing-automation-lab,https://github.com/vaishnavkadhao/ai-performance-marketing-automation-lab,0,0,0,1,32,0,0,6827,0,1,Python,0,0
jianglei919/COMP8347,https://github.com/jianglei919/COMP8347,0,0,0,1,16,0,0,1281,0,0,Python,22,0
lacriwo/verba_feed,https://github.com/lacriwo/verba_feed,0,0,0,2,240,0,1,0,0,0,Python,44,0
mathews0x0/datalogger-v2,https://github.com/mathews0x0/datalogger-v2,0,0,0,1,188,0,0,1355,0,0,Python,119,0
theotheo10/Ferramentas-Financeiras,https://github.com/theotheo10/Ferramentas-Financeiras,0,0,0,2,370,0,1,0,0,0,Python,60,0
josoyjjk-ui/fireant-dashboard,https://github.com/josoyjjk-ui/fireant-dashboard,0,0,0,2,17775,0,1,0,0,0,Python,98,0
novtom/rss,https://github.com/novtom/rss,0,0,0,1,1549,0,1,0,0,0,Python,308,0
Squeack/Rover,https://github.com/Squeack/Rover,0,0,0,1,15,0,0,100,0,1,Python,35,0
gmirash-debug/solana-radar,https://github.com/gmirash-debug/solana-radar,0,0,0,2,495,0,1,6841,0,0,Python,17,0
gjjlovewhy-ipoh/91kds,https://github.com/gjjlovewhy-ipoh/91kds,0,0,0,1,109,0,1,12,0,0,Python,14,0
chilewen/hupu-monitor,https://github.com/chilewen/hupu-monitor,0,0,0,2,34693,0,1,0,0,0,Python,84,0
shlapolosa/wear-125959-api,https://github.com/shlapolosa/wear-125959-api,0,0,0,1,28,0,1,75,4,1,Python,0,0
q1azq1a/Rss-1314,https://github.com/q1azq1a/Rss-1314,1,0,0,3,10291,0,1,1523,0,1,Python,597,0
25175/tvyuan,https://github.com/25175/tvyuan,0,0,0,0,17,0,1,712,0,0,Python,0,0
vorterixgames-gif/compucity,https://github.com/vorterixgames-gif/compucity,0,0,0,0,84,0,0,0,0,0,Python,7,0
ReyhZhao/Vels.online,https://github.com/ReyhZhao/Vels.online,0,0,5,3,445,108,1,11127,0,0,Python,467,0
xian-technology/xian-abci,https://github.com/xian-technology/xian-abci,0,0,0,18,1309,10,1,5441,6,1,Python,147,0
nachorodriguezpirotta-tech/asistente-revolv,https://github.com/nachorodriguezpirotta-tech/asistente-revolv,0,0,0,1,3628,0,1,2391,0,0,Python,23,0
dmitriistruganov-alt/runpod-gpu-watcher-v2,https://github.com/dmitriistruganov-alt/runpod-gpu-watcher-v2,0,0,0,1,4056,0,1,351,0,0,Python,7,0
Tony133/fastify-api-boilerplate-jwt,https://github.com/Tony133/fastify-api-boilerplate-jwt,589,83,2,5,1180,0,1,1100,16,1,TypeScript,2446,0
pulumi/pulumi-provider-boilerplate,https://github.com/pulumi/pulumi-provider-boilerplate,83,23,12,31,597,161,1,4922,0,1,Go,2271,0
gofiber/boilerplate,https://github.com/gofiber/boilerplate,502,85,1,20,331,9,1,1528,2,1,Go,2246,0
DevUnltd/js-library-boilerplate,https://github.com/DevUnltd/js-library-boilerplate,230,28,2,7,7224,0,1,3967,9,1,JavaScript,2758,0
marcoturi/react-redux-boilerplate,https://github.com/marcoturi/react-redux-boilerplate,102,15,9,3,1803,381,1,13782,12,1,TypeScript,864,0
Nhatnguyen150100/spring-boot-boilerplate,https://github.com/Nhatnguyen150100/spring-boot-boilerplate,25,5,0,2,51,0,0,15348,0,0,Java,364,0
benavlabs/FastAPI-boilerplate,https://github.com/benavlabs/FastAPI-boilerplate,1925,291,3,28,492,29,1,7804,15,1,Python,980,0
hngprojects/hng_boilerplate_nextjs,https://github.com/hngprojects/hng_boilerplate_nextjs,203,266,318,124,3169,0,1,0,0,0,Shell,728,0
marcoturi/fastify-boilerplate,https://github.com/marcoturi/fastify-boilerplate,447,50,10,3,1265,253,1,20825,18,1,TypeScript,718,0
pulumi/pulumi-tf-provider-boilerplate,https://github.com/pulumi/pulumi-tf-provider-boilerplate,90,46,10,41,369,0,1,1859,0,1,Makefile,2729,0
brocoders/nestjs-boilerplate,https://github.com/brocoders/nestjs-boilerplate,4317,934,39,23,2121,0,1,5730,19,1,TypeScript,2104,0
Mill3/mill3-wp-theme-boilerplate,https://github.com/Mill3/mill3-wp-theme-boilerplate,28,5,3,3,970,0,0,4163,0,1,JavaScript,1960,0
brocoders/extensive-react-boilerplate,https://github.com/brocoders/extensive-react-boilerplate,506,138,15,9,638,0,1,4403,16,1,TypeScript,1059,1
openshift/boilerplate,https://github.com/openshift/boilerplate,23,100,5,78,1456,10,0,19841,1,1,Shell,2102,1
jorge07/symfony-7-es-cqrs-boilerplate,https://github.com/jorge07/symfony-7-es-cqrs-boilerplate,1089,186,3,18,383,0,1,6238,9,1,PHP,3068,1
DevUnltd/ts-library-boilerplate-basic,https://github.com/DevUnltd/ts-library-boilerplate-basic,98,17,0,5,2793,0,1,2963,0,1,JavaScript,1909,1
DevUnltd/js-library-boilerplate-basic,https://github.com/DevUnltd/js-library-boilerplate-basic,411,34,1,6,3985,0,1,3478,9,1,HTML,2541,1
infinum/eightshift-boilerplate-plugin,https://github.com/infinum/eightshift-boilerplate-plugin,39,6,0,4,80,15,0,2269,4,1,PHP,3032,1
infinum/eightshift-boilerplate,https://github.com/infinum/eightshift-boilerplate,547,68,0,9,720,32,0,2239,3,1,PHP,3320,1
neo4j-devtools/nvl-boilerplates,https://github.com/neo4j-devtools/nvl-boilerplates,26,2,1,1,53,0,0,640,4,0,JavaScript,624,0
shinpr/ai-coding-project-boilerplate,https://github.com/shinpr/ai-coding-project-boilerplate,209,21,0,2,516,108,1,16904,12,1,JavaScript,306,1
gruntwork-io/boilerplate,https://github.com/gruntwork-io/boilerplate,338,30,43,25,390,100,1,1083,3,0,Go,3640,1
WeAreAthlon/frontend-webpack-boilerplate,https://github.com/WeAreAthlon/frontend-webpack-boilerplate,733,199,3,7,772,69,1,11732,18,1,HTML,3252,2
Devtography/electron-react-typescript-webpack-boilerplate,https://github.com/Devtography/electron-react-typescript-webpack-boilerplate,236,41,12,2,258,9,1,14198,15,1,JavaScript,2769,2
casey/boilerplate,https://github.com/casey/boilerplate,77,7,0,2,61,0,1,2860,2,1,Rust,1388,2
KhaledSaeed18/node-express-boilerplate,https://github.com/KhaledSaeed18/node-express-boilerplate,28,5,0,2,125,0,1,35322,19,1,TypeScript,511,2
MarkNjunge/nest-boilerplate,https://github.com/MarkNjunge/nest-boilerplate,43,11,0,3,396,0,1,23696,16,1,TypeScript,2576,3
sebastienheyd/boilerplate,https://github.com/sebastienheyd/boilerplate,291,68,2,8,842,217,1,6183,11,1,PHP,3348,3
vahiiiid/go-rest-api-boilerplate,https://github.com/vahiiiid/go-rest-api-boilerplate,54,19,9,14,76,4,1,19033,20,1,Go,237,3
adobe/aem-boilerplate,https://github.com/adobe/aem-boilerplate,187,665,9,36,869,0,1,1145,5,1,JavaScript,1995,2
MaaXYZ/MaaPracticeBoilerplate,https://github.com/MaaXYZ/MaaPracticeBoilerplate,392,123,3,10,150,0,1,1175,0,1,Python,807,4
milis92/nestjs-boilerplate,https://github.com/milis92/nestjs-boilerplate,21,0,10,1,27,0,1,29313,0,0,TypeScript,150,4
LedgerHQ/app-boilerplate,https://github.com/LedgerHQ/app-boilerplate,68,81,11,25,552,1,1,10191,0,1,C,2046,1
effect-app/boilerplate,https://github.com/effect-app/boilerplate,79,11,10,5,912,0,1,1410,0,0,TypeScript,1301,5
wgd3/nx-nestjs-angular-boilerplate,https://github.com/wgd3/nx-nestjs-angular-boilerplate,40,11,50,2,752,0,1,9658,7,1,TypeScript,1026,0
pinceladasdaweb/nodejs-boilerplate,https://github.com/pinceladasdaweb/nodejs-boilerplate,32,5,1,4,147,14,0,3242,0,1,Handlebars,4420,5
alan345/AI-Fullstack-SaaS-Boilerplate,https://github.com/alan345/AI-Fullstack-SaaS-Boilerplate,1400,216,1,5,1138,9,0,11376,14,1,TypeScript,3012,0
Vivify-Ideas/nestjs-boilerplate,https://github.com/Vivify-Ideas/nestjs-boilerplate,647,92,4,6,49,0,0,4211,5,1,TypeScript,2784,5
lkurzyniec/netcore-boilerplate,https://github.com/lkurzyniec/netcore-boilerplate,551,109,1,8,793,26,1,20162,4,1,C#,2427,6
behnamrhp/Next-clean-boilerplate,https://github.com/behnamrhp/Next-clean-boilerplate,46,6,3,1,101,0,1,6258,0,1,TypeScript,448,6
NishargShah/nextjs-fullstack-typescript-boilerplate,https://github.com/NishargShah/nextjs-fullstack-typescript-boilerplate,46,12,1,3,286,0,0,875,3,0,TypeScript,493,6
vyancharuk/nodejs-api-boilerplate,https://github.com/vyancharuk/nodejs-api-boilerplate,161,18,5,2,92,0,0,8227,12,1,TypeScript,2222,6
ixartz/Next-js-Boilerplate,https://github.com/ixartz/Next-js-Boilerplate,12958,2383,4,36,1729,168,1,35352,20,1,TypeScript,2136,6
h5bp/html5-boilerplate,https://github.com/h5bp/html5-boilerplate,57464,12297,30,249,2623,34,1,5592,7,1,JavaScript,5969,6
ixartz/SaaS-Boilerplate,https://github.com/ixartz/SaaS-Boilerplate,7131,1309,3,10,169,18,1,31734,20,1,TypeScript,790,7
kiyohken2000/ReactNative-Expo-Firebase-Boilerplate-v2,https://github.com/kiyohken2000/ReactNative-Expo-Firebase-Boilerplate-v2,113,30,0,3,104,0,1,11955,3,1,JavaScript,1733,7
GaryJones/plugin-boilerplate,https://github.com/GaryJones/plugin-boilerplate,92,11,1,4,221,0,1,1907,0,1,PHP,4141,7
ChristianLempa/boilerplates-library,https://github.com/ChristianLempa/boilerplates-library,94,8,4,3,121,0,1,3268,9,1,Shell,52,7
innei-template/nextjs-boilerplate,https://github.com/innei-template/nextjs-boilerplate,27,2,7,2,5,0,0,422,0,0,TypeScript,899,7
watergis/sveltekit-maplibre-boilerplate,https://github.com/watergis/sveltekit-maplibre-boilerplate,36,3,11,2,409,0,1,1323,4,1,TypeScript,1503,0
msanvarov/nest-rest-typeorm-boilerplate,https://github.com/msanvarov/nest-rest-typeorm-boilerplate,154,29,1,3,1152,0,1,8343,10,1,TypeScript,2445,7
msanvarov/nest-rest-mongo-boilerplate,https://github.com/msanvarov/nest-rest-mongo-boilerplate,301,45,3,3,1326,0,1,8728,10,1,TypeScript,2503,7
Source2ZE/cs_script_boilerplate,https://github.com/Source2ZE/cs_script_boilerplate,24,2,0,1,25,0,0,792,0,1,TypeScript,252,7
LedgerHQ/app-boilerplate-rust,https://github.com/LedgerHQ/app-boilerplate-rust,52,52,5,22,357,1,1,7442,0,1,Rust,2089,0
salmanshahriar/Nextjs-Elite-Boilerplate,https://github.com/salmanshahriar/Nextjs-Elite-Boilerplate,79,18,0,1,93,0,1,18897,6,1,TypeScript,199,8
TheAlisher/Boilerplate-Android,https://github.com/TheAlisher/Boilerplate-Android,100,12,2,1,1968,0,0,1683,4,1,Kotlin,1929,9
WPBP/WordPress-Plugin-Boilerplate-Powered,https://github.com/WPBP/WordPress-Plugin-Boilerplate-Powered,842,123,10,17,790,36,1,8379,5,1,PHP,4355,9
jmcgaha/craft-boilerplate,https://github.com/jmcgaha/craft-boilerplate,26,3,2,1,252,0,0,9608,3,1,Shell,2427,9
basher/Web-UI-Boilerplate,https://github.com/basher/Web-UI-Boilerplate,70,4,0,1,907,162,1,3787,0,1,JavaScript,1123,9
peaceiris/mkdocs-material-boilerplate,https://github.com/peaceiris/mkdocs-material-boilerplate,130,61,19,5,709,124,1,2544,11,1,Python,2680,9
danurbanowicz/eleventy-netlify-boilerplate,https://github.com/danurbanowicz/eleventy-netlify-boilerplate,543,193,1,7,265,0,0,5742,10,1,Nunjucks,2866,10
yusufalitangoz/nuxt-4-shadcn-boilerplate,https://github.com/yusufalitangoz/nuxt-4-shadcn-boilerplate,24,4,0,2,377,0,0,4861,8,1,Vue,705,10
NarHakobyan/awesome-nest-boilerplate,https://github.com/NarHakobyan/awesome-nest-boilerplate,2791,513,1,21,452,3,1,5338,0,1,TypeScript,2647,10
webdriverio/jasmine-boilerplate,https://github.com/webdriverio/jasmine-boilerplate,54,46,0,8,1224,0,1,908,7,1,TypeScript,3197,10
vndevteam/nestjs-boilerplate,https://github.com/vndevteam/nestjs-boilerplate,300,81,26,5,245,15,1,5348,20,1,TypeScript,722,0
choisohyun/react-vite-ts-boilerplate,https://github.com/choisohyun/react-vite-ts-boilerplate,125,14,16,3,293,6,1,3320,10,0,TypeScript,1552,1
marcosrjjunior/hono-boilerplate,https://github.com/marcosrjjunior/hono-boilerplate,72,4,0,1,144,21,1,7454,9,0,TypeScript,969,11
diegoclair/go_boilerplate,https://github.com/diegoclair/go_boilerplate,33,1,0,1,397,0,1,10373,11,1,Go,1706,12
ChristianLempa/boilerplates,https://github.com/ChristianLempa/boilerplates,7774,1827,9,31,2797,15,1,5257,9,1,Python,1813,12
var1914/mlops-boilerplate,https://github.com/var1914/mlops-boilerplate,21,6,0,1,67,0,0,23737,0,1,Python,297,12
locomotivemtl/astro-boilerplate,https://github.com/locomotivemtl/astro-boilerplate,61,19,26,8,132,0,0,2796,2,1,TypeScript,724,13
plotly/dash-component-boilerplate,https://github.com/plotly/dash-component-boilerplate,293,196,54,31,272,0,1,4652,3,0,Python,2857,15
hadrysm/nextjs-boilerplate,https://github.com/hadrysm/nextjs-boilerplate,224,37,10,2,1055,0,1,2801,16,1,TypeScript,1456,7
rpuls/payload-3-boilerplate,https://github.com/rpuls/payload-3-boilerplate,32,24,0,2,38,0,0,5712,5,0,TypeScript,549,15
saheeranas/react-native-redux-boilerplate,https://github.com/saheeranas/react-native-redux-boilerplate,110,32,0,3,420,0,0,1561,20,1,TypeScript,2648,16
dgarcia360/openapi-boilerplate,https://github.com/dgarcia360/openapi-boilerplate,396,87,10,3,139,1,1,4534,5,1,unknown,2302,0
sbt/sbt-boilerplate,https://github.com/sbt/sbt-boilerplate,111,20,7,11,202,2,1,4375,4,1,Scala,4979,16
0xb4lamx/nestjs-boilerplate-microservice,https://github.com/0xb4lamx/nestjs-boilerplate-microservice,630,79,31,6,438,1,0,4571,12,1,TypeScript,2464,0
goldstack/nextjs-bootstrap-boilerplate,https://github.com/goldstack/nextjs-bootstrap-boilerplate,22,18,0,2,509,0,1,8327,7,0,CSS,1564,17
artursopelnik/stencil-storybook-boilerplate,https://github.com/artursopelnik/stencil-storybook-boilerplate,25,3,0,3,105,0,1,4417,9,1,JavaScript,592,18
saimaanliikenne/astro-blog-starter-template,https://github.com/saimaanliikenne/astro-blog-starter-template,0,0,0,1,411,0,0,3162,0,0,Astro,128,0
kido-luci/flutter-starter-template,https://github.com/kido-luci/flutter-starter-template,8,3,1,2,172,0,1,25702,4,1,Dart,3,0
vosslab/starter-repo-template,https://github.com/vosslab/starter-repo-template,1,0,0,1,104,0,0,2977,0,0,Python,104,0
sebasciacca-cyber/astro-blog-starter-template,https://github.com/sebasciacca-cyber/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
robertsima/spring-boot-starter-template,https://github.com/robertsima/spring-boot-starter-template,0,0,0,1,7,0,0,1680,0,1,Java,0,0
OwlBeDesigns/astro-blog-starter-template,https://github.com/OwlBeDesigns/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
4ghmffw85v-art/astro-blog-starter-template,https://github.com/4ghmffw85v-art/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
toddwashere/superpowers-starter-template-nextjs,https://github.com/toddwashere/superpowers-starter-template-nextjs,1,0,1,1,516,0,1,9296,0,0,TypeScript,23,0
Thompson-Software/next-starter-template,https://github.com/Thompson-Software/next-starter-template,0,0,0,1,2,0,0,2719,0,0,TypeScript,0,0
justlog-solutions/next-starter-template,https://github.com/justlog-solutions/next-starter-template,0,0,0,0,1,0,0,2719,0,0,TypeScript,0,0
crossdaz/astro-blog-starter-template,https://github.com/crossdaz/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
pedrorosemberg-si-fiemg/react-router-starter-template,https://github.com/pedrorosemberg-si-fiemg/react-router-starter-template,0,0,0,2,2,0,0,31,0,0,unknown,0,0
kerem4-ctrl/django-rest-framework-starter-template,https://github.com/kerem4-ctrl/django-rest-framework-starter-template,0,0,0,2,33,0,0,5451,15,0,Python,105,0
afzalansari2910/nextjs-starter-template,https://github.com/afzalansari2910/nextjs-starter-template,3,0,0,1,6,0,0,340,20,0,unknown,290,0
Guramirez/nestjs-starter-api-template,https://github.com/Guramirez/nestjs-starter-api-template,0,1,0,2,8,0,0,5124,20,1,TypeScript,1200,0
LucasAnd1/nestjs-microservices-starter-template,https://github.com/LucasAnd1/nestjs-microservices-starter-template,1,0,0,2,7,0,0,5537,10,1,TypeScript,945,0
